user_name,age_type,gender,life_event,children,years_of_experience,characteristics,desired_income
david7680,<25,Female,Retirement,5,13,Patience;Loving and caring nature;Communication skills,> 50tr
kristopher5268,50-60,Female,Losing a Job,3,15,Communication skills;Responsibility and Carefulness,< 10tr
marcus1115,50-60,Female,Retirement,2,37,Responsibility and Carefulness;Loving and caring nature;Patience,> 50tr
connor8460,>60,Male,Retirement,0,28,Loving and caring nature;Patience;Communication skills,> 50tr
michael3666,>60,Female,Starting a Career,4,41,Responsibility and Carefulness;Communication skills;Patience,> 50tr
daniel3225,50-60,Male,Retirement,3,1,Patience;Communication skills;Loving and caring nature,> 50tr
gabrielle3383,<25,Male,Starting a Career,3,13,Responsibility and Carefulness;Loving and caring nature,30tr - 50tr
john4377,>60,Male,Losing a Job,4,34,Loving and caring nature;Patience,> 50tr
matthew3041,25-30,Male,Starting a Career,4,38,Communication skills;Patience;Responsibility and Carefulness,> 50tr
lindsay7202,>60,Male,Retirement,2,11,Responsibility and Carefulness;Communication skills;Loving and caring nature,> 50tr
daniel3591,<25,Male,Starting a Career,4,21,Responsibility and Carefulness;Loving and caring nature,10tr - 30tr
john2026,30-45,Male,Retirement,2,40,Patience;Communication skills,30tr - 50tr
cody3759,50-60,Female,Starting a Career,5,33,Communication skills;Responsibility and Carefulness;Loving and caring nature,> 50tr
eric2580,>60,Male,Getting Married,4,5,Loving and caring nature;Patience;Communication skills,> 50tr
christopher7853,25-30,Male,Starting a Career,0,17,Communication skills;Loving and caring nature,> 50tr
douglas5471,30-45,Female,Losing a Job,3,31,Communication skills;Responsibility and Carefulness;Loving and caring nature,30tr - 50tr
lynn1142,<25,Male,Retirement,5,34,Loving and caring nature;Patience,30tr - 50tr
james2130,25-30,Male,Getting Married,4,37,Responsibility and Carefulness;Loving and caring nature,> 50tr
brian4004,25-30,Male,Starting a Career,2,17,Responsibility and Carefulness;Communication skills,10tr - 30tr
alexis4956,50-60,Female,Losing a Job,2,42,Responsibility and Carefulness;Loving and caring nature;Communication skills,10tr - 30tr
christine4966,<25,Female,Losing a Job,2,44,Communication skills;Responsibility and Carefulness;Patience,30tr - 50tr
shane2803,25-30,Male,Starting a Career,2,36,Communication skills;Loving and caring nature;Patience,10tr - 30tr
william1397,50-60,Male,Starting a Career,2,43,Communication skills;Patience,> 50tr
joseph7093,>60,Female,Losing a Job,1,7,Responsibility and Carefulness;Communication skills,10tr - 30tr
john7543,<25,Male,Starting a Career,1,47,Responsibility and Carefulness;Communication skills;Patience,> 50tr
kirsten5622,50-60,Male,Starting a Career,5,19,Responsibility and Carefulness;Communication skills,> 50tr
carrie8254,<25,Male,Starting a Career,5,22,Communication skills;Patience,10tr - 30tr
kimberly6835,>60,Female,Losing a Job,2,20,Responsibility and Carefulness;Communication skills,30tr - 50tr
michael1623,50-60,Female,Starting a Career,5,29,Loving and caring nature;Responsibility and Carefulness;Patience,> 50tr
andre2356,30-45,Male,Getting Married,0,24,Communication skills;Responsibility and Carefulness,> 50tr
joel3003,>60,Female,Major Illness/Disability,4,6,Patience;Responsibility and Carefulness,10tr - 30tr
madeline9111,<25,Female,Getting Married,5,49,Responsibility and Carefulness;Loving and caring nature;Patience,10tr - 30tr
joyce5143,>60,Female,Major Illness/Disability,2,49,Communication skills;Responsibility and Carefulness;Loving and caring nature,10tr - 30tr
michael9807,30-45,Male,Losing a Job,4,13,Patience;Loving and caring nature;Responsibility and Carefulness,> 50tr
cynthia3432,<25,Female,Losing a Job,5,21,Patience;Loving and caring nature,10tr - 30tr
kevin4438,30-45,Male,Major Illness/Disability,4,45,Communication skills;Loving and caring nature;Responsibility and Carefulness,> 50tr
jeffrey6663,>60,Female,Major Illness/Disability,1,26,Communication skills;Patience,30tr - 50tr
rodney3516,>60,Male,Losing a Job,0,26,Responsibility and Carefulness;Communication skills;Patience,30tr - 50tr
kimberly6369,30-45,Male,Losing a Job,5,35,Communication skills;Loving and caring nature;Responsibility and Carefulness,> 50tr
rhonda5949,<25,Male,Major Illness/Disability,5,5,Loving and caring nature;Communication skills;Patience,> 50tr
monica2448,<25,Female,Starting a Career,4,44,Communication skills;Responsibility and Carefulness;Loving and caring nature,> 50tr
michael5063,>60,Male,Starting a Career,5,20,Responsibility and Carefulness;Loving and caring nature,> 50tr
natasha3721,>60,Female,Starting a Career,2,24,Patience;Loving and caring nature,> 50tr
jason1642,>60,Male,Getting Married,3,1,Loving and caring nature;Patience,30tr - 50tr
megan6579,>60,Male,Losing a Job,3,33,Communication skills;Loving and caring nature,< 10tr
ryan4991,>60,Male,Losing a Job,3,44,Patience;Loving and caring nature,> 50tr
kyle1120,<25,Female,Retirement,1,4,Loving and caring nature;Communication skills;Responsibility and Carefulness,< 10tr
heather9902,>60,Male,Starting a Career,2,27,Communication skills;Patience;Loving and caring nature,< 10tr
jennifer5647,50-60,Female,Losing a Job,3,39,Patience;Responsibility and Carefulness;Communication skills,> 50tr
jade1731,25-30,Male,Losing a Job,2,19,Communication skills;Loving and caring nature,10tr - 30tr
james4015,<25,Male,Retirement,2,38,Patience;Loving and caring nature;Responsibility and Carefulness,10tr - 30tr
jessica8594,>60,Male,Losing a Job,3,32,Patience;Responsibility and Carefulness;Loving and caring nature,30tr - 50tr
kyle4823,<25,Female,Retirement,4,33,Responsibility and Carefulness;Patience,30tr - 50tr
william3833,30-45,Female,Retirement,4,21,Loving and caring nature;Communication skills;Responsibility and Carefulness,> 50tr
charles6114,>60,Female,Starting a Career,0,12,Responsibility and Carefulness;Patience;Loving and caring nature,> 50tr
mary5478,>60,Male,Getting Married,1,50,Patience;Responsibility and Carefulness;Communication skills,30tr - 50tr
jason2939,<25,Male,Losing a Job,4,42,Communication skills;Patience;Responsibility and Carefulness,30tr - 50tr
christine6140,>60,Female,Retirement,0,45,Patience;Loving and caring nature,> 50tr
nancy5378,50-60,Female,Starting a Career,1,4,Patience;Loving and caring nature,> 50tr
david6309,>60,Female,Starting a Career,0,23,Patience;Loving and caring nature;Communication skills,10tr - 30tr
michael6828,<25,Male,Losing a Job,1,16,Patience;Communication skills;Responsibility and Carefulness,30tr - 50tr
matthew6840,>60,Female,Getting Married,0,39,Communication skills;Loving and caring nature,> 50tr
amanda7855,<25,Female,Starting a Career,3,25,Communication skills;Patience,> 50tr
sonya4641,50-60,Male,Losing a Job,5,44,Responsibility and Carefulness;Loving and caring nature;Communication skills,10tr - 30tr
karen6826,<25,Female,Major Illness/Disability,5,44,Loving and caring nature;Communication skills,10tr - 30tr
gail7642,30-45,Female,Starting a Career,4,4,Responsibility and Carefulness;Patience,30tr - 50tr
katrina7877,30-45,Male,Starting a Career,3,49,Communication skills;Responsibility and Carefulness,10tr - 30tr
ashley8559,>60,Male,Starting a Career,0,30,Patience;Loving and caring nature,30tr - 50tr
jessica9575,50-60,Female,Retirement,0,31,Patience;Responsibility and Carefulness;Communication skills,> 50tr
rebecca4624,50-60,Female,Major Illness/Disability,4,18,Communication skills;Patience,> 50tr
brenda8385,30-45,Female,Losing a Job,2,22,Loving and caring nature;Patience,> 50tr
christopher9955,>60,Male,Losing a Job,4,45,Responsibility and Carefulness;Patience,30tr - 50tr
todd3107,50-60,Male,Getting Married,0,31,Loving and caring nature;Responsibility and Carefulness;Communication skills,> 50tr
amy5105,>60,Female,Losing a Job,3,22,Loving and caring nature;Responsibility and Carefulness,10tr - 30tr
michael4075,>60,Male,Starting a Career,4,41,Loving and caring nature;Patience;Communication skills,30tr - 50tr
jonathan3921,30-45,Male,Getting Married,1,15,Patience;Communication skills,> 50tr
clayton8176,<25,Male,Getting Married,5,12,Responsibility and Carefulness;Patience;Communication skills,> 50tr
eric1655,50-60,Female,Getting Married,4,37,Communication skills;Patience,> 50tr
michael6386,<25,Female,Losing a Job,5,40,Responsibility and Carefulness;Patience,> 50tr
tiffany6254,<25,Female,Starting a Career,3,9,Patience;Loving and caring nature,10tr - 30tr
derrick5316,>60,Male,Retirement,2,21,Patience;Responsibility and Carefulness;Communication skills,< 10tr
kimberly2336,>60,Male,Losing a Job,4,44,Communication skills;Loving and caring nature,> 50tr
sarah5314,<25,Male,Major Illness/Disability,1,33,Communication skills;Responsibility and Carefulness;Patience,10tr - 30tr
anthony8324,30-45,Female,Losing a Job,2,34,Responsibility and Carefulness;Communication skills,> 50tr
chelsea4658,<25,Female,Major Illness/Disability,5,23,Patience;Responsibility and Carefulness,10tr - 30tr
tasha4931,45-50,Female,Major Illness/Disability,1,31,Patience;Communication skills,> 50tr
brendan3951,>60,Female,Losing a Job,5,20,Loving and caring nature;Communication skills;Patience,30tr - 50tr
christopher1197,>60,Male,Major Illness/Disability,3,10,Loving and caring nature;Responsibility and Carefulness;Communication skills,< 10tr
todd7183,>60,Female,Losing a Job,0,10,Loving and caring nature;Communication skills,10tr - 30tr
jeremy4605,>60,Male,Major Illness/Disability,0,33,Patience;Loving and caring nature,> 50tr
taylor5026,30-45,Male,Getting Married,3,12,Communication skills;Patience;Responsibility and Carefulness,10tr - 30tr
eric3724,>60,Female,Major Illness/Disability,2,42,Communication skills;Loving and caring nature,30tr - 50tr
micheal2306,>60,Male,Retirement,5,17,Responsibility and Carefulness;Communication skills;Patience,> 50tr
george4675,>60,Male,Starting a Career,3,9,Patience;Communication skills;Loving and caring nature,10tr - 30tr
jason9123,>60,Male,Major Illness/Disability,2,6,Responsibility and Carefulness;Loving and caring nature;Communication skills,10tr - 30tr
angela6979,>60,Male,Starting a Career,2,0,Responsibility and Carefulness;Loving and caring nature,< 10tr
don2490,<25,Male,Major Illness/Disability,5,14,Communication skills;Loving and caring nature,10tr - 30tr
raymond5152,50-60,Female,Major Illness/Disability,0,31,Patience;Responsibility and Carefulness,30tr - 50tr
deborah9256,>60,Male,Starting a Career,2,15,Communication skills;Responsibility and Carefulness,< 10tr
julie8189,>60,Female,Getting Married,5,26,Patience;Responsibility and Carefulness;Loving and caring nature,10tr - 30tr
michael3239,30-45,Male,Major Illness/Disability,5,13,Patience;Loving and caring nature,> 50tr
carmen9431,>60,Female,Starting a Career,1,18,Loving and caring nature;Communication skills;Patience,10tr - 30tr
timothy3082,30-45,Male,Retirement,4,39,Communication skills;Loving and caring nature;Patience,> 50tr
bradley6655,30-45,Female,Losing a Job,4,18,Responsibility and Carefulness;Patience,> 50tr
ann1599,>60,Male,Major Illness/Disability,2,18,Communication skills;Patience,10tr - 30tr
stephanie3860,30-45,Male,Losing a Job,3,29,Responsibility and Carefulness;Communication skills;Loving and caring nature,> 50tr
karina4409,45-50,Male,Starting a Career,2,13,Responsibility and Carefulness;Communication skills,> 50tr
eric3084,>60,Female,Retirement,4,45,Responsibility and Carefulness;Communication skills;Loving and caring nature,< 10tr
christopher3808,>60,Female,Starting a Career,5,45,Patience;Loving and caring nature,10tr - 30tr
joseph1349,<25,Male,Getting Married,1,33,Communication skills;Responsibility and Carefulness,> 50tr
ryan9052,50-60,Male,Starting a Career,4,43,Patience;Communication skills;Loving and caring nature,10tr - 30tr
miranda3532,30-45,Male,Losing a Job,1,37,Loving and caring nature;Communication skills,> 50tr
michael2260,25-30,Male,Retirement,4,12,Loving and caring nature;Responsibility and Carefulness,10tr - 30tr
lisa6115,50-60,Female,Major Illness/Disability,0,23,Communication skills;Loving and caring nature,10tr - 30tr
stephen6332,30-45,Male,Retirement,2,48,Responsibility and Carefulness;Loving and caring nature;Patience,10tr - 30tr
jonathan2682,30-45,Female,Retirement,4,11,Responsibility and Carefulness;Loving and caring nature;Communication skills,10tr - 30tr
mary4263,<25,Male,Losing a Job,3,24,Responsibility and Carefulness;Patience;Loving and caring nature,< 10tr
derek8040,50-60,Male,Retirement,5,27,Communication skills;Responsibility and Carefulness;Loving and caring nature,> 50tr
jeremy3915,<25,Female,Retirement,3,4,Communication skills;Loving and caring nature,> 50tr
stephanie1394,<25,Female,Major Illness/Disability,1,48,Responsibility and Carefulness;Communication skills,> 50tr
christopher1059,30-45,Male,Major Illness/Disability,3,15,Loving and caring nature;Communication skills,> 50tr
erika3869,30-45,Male,Getting Married,2,39,Communication skills;Responsibility and Carefulness,30tr - 50tr
dennis5015,>60,Female,Getting Married,3,24,Patience;Communication skills;Loving and caring nature,> 50tr
chris8181,<25,Female,Getting Married,2,10,Responsibility and Carefulness;Communication skills;Patience,> 50tr
sarah7077,>60,Female,Losing a Job,5,33,Communication skills;Loving and caring nature;Patience,> 50tr
jeffrey4858,<25,Male,Losing a Job,4,33,Loving and caring nature;Responsibility and Carefulness;Patience,10tr - 30tr
michael3710,>60,Female,Starting a Career,4,50,Loving and caring nature;Patience;Responsibility and Carefulness,30tr - 50tr
stephanie8345,<25,Male,Major Illness/Disability,3,33,Loving and caring nature;Patience,> 50tr
tracey2590,50-60,Male,Retirement,5,20,Communication skills;Loving and caring nature,> 50tr
allison8399,>60,Female,Losing a Job,2,45,Loving and caring nature;Responsibility and Carefulness,> 50tr
andrea7606,>60,Male,Starting a Career,5,20,Communication skills;Patience;Loving and caring nature,> 50tr
rebecca5920,45-50,Male,Retirement,5,36,Patience;Communication skills;Loving and caring nature,> 50tr
travis1863,<25,Male,Retirement,3,50,Responsibility and Carefulness;Patience;Communication skills,30tr - 50tr
louis8268,30-45,Male,Retirement,0,26,Patience;Communication skills,> 50tr
vanessa8891,>60,Male,Retirement,3,5,Responsibility and Carefulness;Patience,> 50tr
james8145,<25,Male,Losing a Job,0,24,Patience;Responsibility and Carefulness;Communication skills,10tr - 30tr
thomas4298,>60,Female,Losing a Job,5,7,Patience;Responsibility and Carefulness,30tr - 50tr
juan1701,25-30,Male,Major Illness/Disability,0,27,Patience;Responsibility and Carefulness;Communication skills,30tr - 50tr
tyler1499,>60,Male,Retirement,1,43,Patience;Communication skills,> 50tr
david1202,30-45,Female,Getting Married,4,34,Responsibility and Carefulness;Loving and caring nature,> 50tr
lindsey3113,30-45,Female,Major Illness/Disability,3,30,Patience;Responsibility and Carefulness,> 50tr
mark7048,50-60,Female,Major Illness/Disability,5,5,Patience;Loving and caring nature,< 10tr
michael4639,30-45,Female,Losing a Job,5,28,Patience;Responsibility and Carefulness,> 50tr
eric3461,>60,Female,Retirement,0,0,Patience;Responsibility and Carefulness;Communication skills,30tr - 50tr
cindy4798,>60,Male,Major Illness/Disability,0,35,Patience;Communication skills;Responsibility and Carefulness,> 50tr
heather2070,30-45,Male,Getting Married,2,21,Loving and caring nature;Communication skills;Patience,> 50tr
anna8450,>60,Male,Major Illness/Disability,3,0,Responsibility and Carefulness;Patience;Communication skills,30tr - 50tr
amy6819,<25,Female,Major Illness/Disability,0,7,Patience;Communication skills,30tr - 50tr
matthew1084,<25,Female,Losing a Job,3,18,Responsibility and Carefulness;Communication skills,10tr - 30tr
mary1406,>60,Male,Major Illness/Disability,4,36,Communication skills;Loving and caring nature;Responsibility and Carefulness,30tr - 50tr
roberto2810,30-45,Female,Retirement,1,18,Communication skills;Responsibility and Carefulness,> 50tr
emily8903,30-45,Male,Getting Married,0,4,Responsibility and Carefulness;Loving and caring nature,30tr - 50tr
megan4841,<25,Female,Losing a Job,1,9,Responsibility and Carefulness;Communication skills;Loving and caring nature,< 10tr
kyle8128,>60,Female,Getting Married,4,21,Communication skills;Loving and caring nature,30tr - 50tr
amy3174,>60,Female,Major Illness/Disability,1,37,Patience;Responsibility and Carefulness,< 10tr
tammy5649,<25,Male,Starting a Career,3,2,Communication skills;Patience,> 50tr
cole6469,<25,Female,Major Illness/Disability,5,33,Responsibility and Carefulness;Communication skills,> 50tr
amber6174,>60,Male,Losing a Job,2,26,Patience;Responsibility and Carefulness;Loving and caring nature,< 10tr
william6280,50-60,Male,Major Illness/Disability,3,8,Communication skills;Patience;Loving and caring nature,> 50tr
jessica1405,>60,Male,Retirement,1,49,Responsibility and Carefulness;Communication skills;Loving and caring nature,10tr - 30tr
gabriella2437,25-30,Female,Retirement,1,6,Responsibility and Carefulness;Patience,10tr - 30tr
